id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,year
3528000310,20150427T000000,1130000.0,5,2.5,4310,28008,2.0,0,0,3,10,4310,0,1988,0,98053,47.6662,-122.056,3170,28559,2015
5690500095,20140826T000000,735000.0,3,3.25,2960,39370,2.0,0,0,3,10,2960,0,1989,0,98011,47.7452,-122.20200000000001,2960,56628,2014
6813600415,20140508T000000,515000.0,2,1.0,1060,4960,1.0,0,0,3,7,1060,0,1926,0,98103,47.6896,-122.331,1420,4960,2014
3023049236,20140916T000000,350000.0,3,2.75,3070,5280,2.0,0,1,3,7,2360,710,1950,1986,98166,47.4486,-122.353,2570,18983,2014
8731901910,20140616T000000,285500.0,4,1.75,1960,7950,1.0,0,0,4,8,1960,0,1967,0,98023,47.3109,-122.37700000000001,1960,8400,2014
2708100130,20150503T000000,550000.0,2,1.0,1070,3000,1.0,0,0,4,7,870,200,1926,0,98103,47.6828,-122.353,1890,3300,2015
2056100275,20141006T000000,530000.0,2,1.5,1390,5000,1.0,0,0,4,8,970,420,1954,0,98116,47.5673,-122.40100000000001,1610,5000,2014
3277801448,20150312T000000,280000.0,3,2.0,1020,889,2.0,0,0,3,7,720,300,2009,0,98126,47.5434,-122.375,1130,972,2015
2600140070,20150409T000000,1027500.0,4,3.0,3540,10202,2.0,0,0,3,8,2720,820,1988,0,98006,47.5471,-122.155,2780,10714,2015
4473400045,20140826T000000,535000.0,3,2.0,2040,5600,1.0,0,1,5,7,1120,920,1954,0,98144,47.5959,-122.29299999999999,2120,4958,2014
1328320920,20150421T000000,386000.0,4,2.25,2810,8560,1.0,0,0,3,8,1610,1200,1979,0,98058,47.4437,-122.124,2400,7600,2015
1930301220,20150417T000000,575000.0,3,1.0,1530,2400,1.0,0,0,4,7,890,640,1928,0,98103,47.6543,-122.354,1240,2400,2015
5466350160,20150121T000000,205000.0,3,2.5,1600,7295,2.0,0,0,2,7,1600,0,1993,0,98042,47.3904,-122.165,1410,9000,2015
3629870420,20140912T000000,970000.0,4,3.5,3780,20023,2.0,0,2,3,10,3780,0,2001,0,98029,47.5491,-122.006,2150,3675,2014
6749700004,20150330T000000,291000.0,2,1.0,840,863,3.0,0,0,3,8,840,0,2008,0,98103,47.6974,-122.34899999999999,1110,1190,2015
225079036,20150107T000000,937500.0,4,4.0,5545,871200,2.0,0,0,3,11,3605,1940,2003,0,98014,47.676,-121.882,3420,871200,2015
2923049421,20140702T000000,250000.0,3,2.25,1920,7738,1.0,0,0,3,8,1520,400,1965,0,98148,47.4562,-122.33,2170,8452,2014
3416600750,20150217T000000,585000.0,3,2.5,1750,1381,3.0,0,0,3,8,1750,0,2008,0,98122,47.6021,-122.294,1940,4800,2015
3275910020,20150213T000000,340000.0,4,2.5,2181,5521,2.0,0,0,3,8,2181,0,2006,0,98001,47.3503,-122.291,2333,5143,2015
7889600285,20141218T000000,315000.0,3,2.5,1950,3000,2.0,0,0,3,7,1950,0,2001,0,98146,47.4938,-122.337,1620,6000,2014
4305700086,20150410T000000,450500.0,2,1.0,1330,3698,1.0,0,0,3,7,1330,0,1952,0,98117,47.6866,-122.37200000000001,1900,5000,2015
9183700845,20141218T000000,175000.0,2,1.0,800,7150,1.0,0,0,3,5,800,0,1933,0,98030,47.3788,-122.22399999999999,1220,8019,2014
3578401210,20141218T000000,557000.0,4,1.75,2660,11315,2.0,0,0,4,8,2660,0,1983,0,98074,47.6204,-122.044,1980,11315,2014
952003575,20140527T000000,480000.0,3,1.0,1150,4945,1.0,0,2,3,7,1150,0,1943,0,98126,47.5663,-122.37899999999999,1390,4945,2014
7923300115,20141201T000000,571900.0,4,1.75,1710,8947,1.0,0,0,4,7,1710,0,1956,0,98007,47.5947,-122.135,1360,10133,2014
4215270070,20140606T000000,969990.0,4,2.5,4150,8436,2.0,0,0,3,10,4150,0,2014,0,98075,47.5802,-122.039,4070,8438,2014
2645500013,20140624T000000,336500.0,3,1.0,1480,7284,1.0,0,0,3,7,970,510,1963,0,98133,47.7757,-122.353,2020,7920,2014
1917300025,20150127T000000,122000.0,2,1.0,860,6000,1.0,0,0,3,6,860,0,1945,0,98022,47.2109,-121.985,1300,6000,2015
3024059126,20140703T000000,1195000.0,5,3.0,3420,18129,2.0,0,0,3,9,2540,880,1952,2005,98040,47.5333,-122.21700000000001,3750,16316,2014
3279000370,20150202T000000,279000.0,3,2.5,1500,7350,1.0,0,0,2,7,1060,440,1979,0,98023,47.3025,-122.382,1390,7770,2015
3654800200,20141022T000000,265000.0,3,2.5,1720,6271,2.0,0,0,3,7,1720,0,1993,0,98038,47.3898,-122.04899999999999,1570,6587,2014
7504010900,20140926T000000,598500.0,3,2.25,2520,12000,1.0,0,0,3,10,2520,0,1978,0,98074,47.6381,-122.06200000000001,2510,12000,2014
8092501400,20150318T000000,209950.0,3,1.5,2290,9600,1.0,0,0,4,7,2290,0,1967,0,98042,47.3643,-122.111,1310,9600,2015
2041000025,20141203T000000,474000.0,2,1.0,1090,3160,1.0,0,0,3,7,840,250,1926,0,98109,47.6385,-122.344,1070,3160,2014
9560800390,20140516T000000,445000.0,3,2.25,1990,7340,2.0,0,0,3,8,1990,0,1984,0,98072,47.7579,-122.141,2180,11223,2014
6745700190,20150407T000000,880000.0,3,1.75,2070,5000,1.5,0,0,3,8,2070,0,1920,0,98144,47.5828,-122.291,2630,5000,2015
7424600020,20141027T000000,620000.0,4,2.5,1900,9775,1.0,0,0,5,7,1900,0,1967,0,98033,47.6856,-122.16799999999999,1990,10500,2014
722079056,20141006T000000,352500.0,4,2.5,2300,219106,1.0,0,0,4,7,1840,460,1958,0,98038,47.4044,-121.963,2120,123710,2014
7234600851,20141216T000000,589000.0,4,1.0,2210,4366,2.0,0,0,3,8,2210,0,1901,0,98122,47.6105,-122.309,1740,1745,2014
8039900086,20140509T000000,251000.0,3,1.75,1220,7250,1.0,0,0,3,7,1220,0,1962,0,98045,47.4887,-121.78399999999999,1700,15251,2014
3764650070,20141216T000000,471000.0,3,2.5,2010,4059,2.0,0,0,3,8,2010,0,1998,0,98034,47.7317,-122.197,2010,5779,2014
6837700005,20141203T000000,738000.0,3,1.75,1520,5500,1.5,0,0,5,7,1520,0,1936,0,98116,47.5839,-122.383,2310,5500,2014
1853080850,20140606T000000,837219.0,5,2.75,3030,7679,2.0,0,0,3,9,3030,0,2014,0,98074,47.593,-122.057,3080,6341,2014
6388910040,20150324T000000,537100.0,3,2.5,2450,7051,1.0,0,0,3,8,1870,580,1990,0,98056,47.5308,-122.171,2450,8788,2015
1702901618,20150407T000000,420000.0,1,2.0,1070,675,2.0,0,0,3,8,880,190,2007,0,98118,47.5574,-122.28399999999999,1220,788,2015
1421069159,20141110T000000,520000.0,3,2.5,2280,58712,2.5,0,3,3,9,2280,0,1987,0,98010,47.3053,-122.0,2240,24332,2014
3888100022,20140925T000000,649800.0,4,2.5,2280,9827,2.0,0,0,3,8,2280,0,1995,0,98033,47.6883,-122.16799999999999,1660,9827,2014
3754700050,20140618T000000,424000.0,3,2.0,1670,7700,1.0,0,0,3,7,1170,500,1972,0,98034,47.725,-122.2,1500,7875,2014
1565900070,20140721T000000,246500.0,3,2.0,1430,8919,1.0,0,0,3,7,1430,0,1992,0,98022,47.2118,-121.98299999999999,1580,8919,2014
5708500315,20140623T000000,615000.0,5,2.0,2130,4180,1.5,0,0,5,7,1270,860,1926,0,98116,47.575,-122.38799999999999,1710,4180,2014
5153200666,20150114T000000,212000.0,3,2.25,1900,18000,1.0,0,0,4,7,1280,620,1968,0,98023,47.3251,-122.354,1920,15000,2015
7298050090,20141007T000000,510000.0,4,4.0,3530,10935,2.0,0,0,3,10,3530,0,1992,0,98023,47.3016,-122.34200000000001,3360,11250,2014
2354300915,20140903T000000,330000.0,2,1.0,720,7250,1.0,0,0,3,5,720,0,1943,0,98027,47.5267,-122.03200000000001,1760,7250,2014
2386000240,20140929T000000,850000.0,5,3.5,3870,65556,2.0,0,0,3,10,3870,0,1994,0,98053,47.6403,-121.992,4290,67019,2014
7227500910,20140624T000000,139000.0,2,1.0,690,5280,1.0,0,0,4,5,690,0,1942,0,98056,47.4953,-122.18700000000001,1140,4860,2014
1324059139,20140918T000000,613000.0,3,2.25,1960,10385,1.0,0,0,3,8,1960,0,1988,0,98008,47.5736,-122.109,2800,12632,2014
7853270710,20150409T000000,690000.0,5,3.25,3340,9075,2.0,0,0,3,8,2600,740,2005,0,98065,47.5446,-121.88,2770,6646,2015
524069101,20140723T000000,850000.0,4,2.0,3380,90968,1.0,0,0,4,9,1690,1690,1979,0,98075,47.5936,-122.07700000000001,3380,42740,2014
2141310490,20150102T000000,625000.0,3,2.25,1920,8412,1.0,0,2,3,8,1460,460,1977,0,98006,47.5578,-122.132,2490,8700,2015
2944500710,20150220T000000,305000.0,4,2.5,2430,9103,2.0,0,0,3,8,2430,0,1990,0,98023,47.2939,-122.368,2260,8090,2015
6117500460,20140630T000000,1309500.0,4,2.5,2680,12215,1.0,1,4,3,9,1590,1090,1956,0,98166,47.4396,-122.353,2960,19964,2014
1222029064,20140626T000000,420000.0,3,1.75,1444,249126,1.5,0,0,3,7,1444,0,2008,0,98070,47.4104,-122.486,1760,224770,2014
324000530,20140708T000000,201500.0,3,1.0,1320,5000,1.5,0,0,3,7,1320,0,1912,0,98116,47.5711,-122.38600000000001,1320,4179,2014
3996900555,20141017T000000,395000.0,4,2.0,1780,8149,1.5,0,0,4,7,1780,0,1948,0,98155,47.745,-122.302,1180,8149,2014
2222059064,20150318T000000,285000.0,4,1.75,1870,22072,1.0,0,0,3,7,1070,800,1959,0,98042,47.3775,-122.165,2100,10185,2015
3629860060,20150312T000000,827500.0,5,4.25,3920,5823,2.0,0,0,3,9,3000,920,2000,0,98029,47.5492,-122.008,3000,5297,2015
1959701695,20141124T000000,950000.0,5,2.0,2940,5500,2.0,0,0,4,9,2340,600,1909,0,98102,47.6466,-122.321,2940,5500,2014
9262800208,20140919T000000,637000.0,4,3.5,4083,68377,2.0,0,0,3,10,4083,0,2005,0,98001,47.3114,-122.262,2430,41382,2014
1839900080,20140712T000000,335000.0,3,1.0,950,8000,1.0,0,0,3,7,950,0,1968,0,98034,47.7193,-122.184,2270,8540,2014
7893805650,20150313T000000,475000.0,5,2.0,2050,10200,1.0,0,0,3,6,1430,620,1956,0,98198,47.4136,-122.333,1940,8625,2015
7202340190,20150219T000000,531800.0,3,2.5,1930,5344,2.0,0,0,3,7,1930,0,2004,0,98053,47.6783,-122.03200000000001,2410,5080,2015
1225039052,20141112T000000,465000.0,3,3.25,1510,1850,2.0,0,2,3,8,1230,280,2001,0,98107,47.6683,-122.36200000000001,1540,1840,2014
3336500140,20140919T000000,208800.0,3,2.5,1390,2450,2.0,0,0,3,7,1390,0,2009,0,98118,47.5298,-122.26899999999999,1390,2450,2014
9165100375,20141118T000000,510000.0,5,2.0,2740,3838,1.0,0,0,4,7,1370,1370,1959,0,98117,47.6819,-122.39299999999999,1660,4040,2014
1822300040,20140507T000000,420000.0,2,1.5,1040,3500,1.5,0,0,4,6,1040,0,1904,0,98144,47.588,-122.304,1340,1213,2014
7877400266,20150407T000000,206000.0,3,1.0,970,9360,1.0,0,0,4,5,970,0,1942,0,98002,47.2808,-122.225,1050,11348,2015
7871500345,20141202T000000,792500.0,3,1.5,1960,2400,2.0,0,0,3,8,1330,630,1911,0,98119,47.6423,-122.37,2090,4000,2014
2780700020,20140910T000000,375000.0,4,2.5,1900,9428,2.0,0,0,3,8,1900,0,1978,0,98028,47.7628,-122.244,1830,10480,2014
7805450040,20150316T000000,915557.0,5,3.25,3740,11536,2.0,0,0,4,9,2540,1200,1984,0,98006,47.5599,-122.10799999999999,2920,11258,2015
3822200164,20140819T000000,423500.0,3,2.25,1890,7498,1.0,0,0,3,7,1190,700,1987,0,98125,47.73,-122.29700000000001,1660,8100,2014
7655900038,20150414T000000,296000.0,2,1.0,1370,8400,1.0,0,0,3,7,1370,0,1948,0,98133,47.7344,-122.336,1330,8396,2015
4083300510,20140505T000000,657100.0,4,1.0,1390,4240,1.0,0,0,3,7,1050,340,1924,0,98103,47.6596,-122.338,1810,4240,2014
23520190,20150316T000000,490000.0,3,1.75,1470,9750,1.0,0,0,4,7,1470,0,1978,0,98052,47.6975,-122.12,1800,9600,2015
7821200375,20150126T000000,432000.0,2,1.0,960,3235,1.0,0,0,4,7,960,0,1916,0,98103,47.661,-122.344,1290,2069,2015
7694200340,20141016T000000,398651.0,4,2.5,2650,4120,2.0,0,0,3,8,2650,0,2014,0,98146,47.5019,-122.34,2030,3768,2014
4309710250,20140505T000000,736500.0,4,2.5,3180,21904,2.0,0,3,3,9,3180,0,2000,0,98059,47.515,-122.117,3715,29170,2014
3901100030,20140627T000000,982000.0,4,2.75,3610,8580,2.0,0,0,3,9,3610,0,2014,0,98033,47.6706,-122.17299999999999,2360,8580,2014
720079001,20140626T000000,667000.0,3,1.75,3320,478288,1.5,0,3,4,8,2260,1060,1933,1982,98022,47.2407,-121.95299999999999,2960,217800,2014
5302400080,20141015T000000,535000.0,4,2.5,2360,15008,1.0,0,0,3,9,1920,440,1986,0,98028,47.7363,-122.25399999999999,2680,15344,2014
2225300149,20141222T000000,323000.0,4,1.75,1440,8114,1.0,0,0,4,7,1440,0,1963,0,98155,47.7639,-122.33200000000001,1940,7208,2014
3862710010,20150501T000000,424950.0,3,2.5,1650,4777,2.0,0,0,3,8,1650,0,2013,0,98065,47.5336,-121.84100000000001,1800,3331,2015
9191200015,20140910T000000,613200.0,3,2.75,2050,3320,1.5,0,0,4,7,1580,470,1927,0,98105,47.6719,-122.301,1760,4150,2014
2026079016,20140904T000000,560000.0,3,1.75,1480,383328,1.5,0,0,3,8,1480,0,1980,0,98019,47.7192,-121.932,1480,67082,2014
9520900230,20141217T000000,642860.0,4,2.75,2520,6398,2.0,0,0,3,8,2520,0,2014,0,98072,47.7685,-122.15899999999999,2520,6398,2014
629650380,20150123T000000,255000.0,4,2.5,1660,6724,2.0,0,0,3,7,1660,0,2009,0,98001,47.25899999999999,-122.256,1544,6054,2015
318900120,20150123T000000,495000.0,4,2.5,2370,15336,2.0,0,0,3,8,2370,0,1995,0,98024,47.5633,-121.90100000000001,2110,15925,2015
8677300720,20140617T000000,616000.0,4,2.5,2490,12929,2.0,0,0,3,9,2490,0,1983,0,98074,47.6161,-122.021,2440,12929,2014
1423069162,20140604T000000,549000.0,4,2.25,2740,88426,2.0,0,0,3,7,2740,0,1991,0,98027,47.4734,-122.006,2740,62726,2014
6163901913,20140722T000000,451000.0,5,3.0,2260,6508,1.0,0,0,3,7,1330,930,2003,0,98155,47.7508,-122.322,1940,9450,2014
98030140,20141013T000000,785500.0,4,4.0,3280,8448,2.0,0,0,3,10,3280,0,2007,0,98075,47.5818,-121.973,3730,8030,2014
2621760480,20141014T000000,367000.0,4,2.5,2350,8182,2.0,0,0,3,8,2350,0,1997,0,98042,47.3697,-122.10600000000001,2330,7000,2014
600000152,20140602T000000,404000.0,3,1.5,2030,8880,1.0,0,0,3,7,1330,700,1963,0,98108,47.5586,-122.311,2140,5592,2014
7212680460,20140924T000000,359000.0,4,3.5,2770,8763,2.0,0,0,3,8,2100,670,1996,0,98003,47.2625,-122.30799999999999,2030,7242,2014
1692900110,20150320T000000,1125000.0,5,3.25,3080,13394,1.0,0,2,4,9,2230,850,1968,0,98033,47.6651,-122.19,2810,10720,2015
766500030,20140610T000000,225000.0,3,1.75,1760,26055,1.0,0,0,3,7,920,840,1979,0,98042,47.3664,-122.1,1350,13475,2014
2791500280,20141119T000000,246000.0,3,2.5,1650,6675,1.0,0,0,3,8,1290,360,1990,0,98023,47.2899,-122.37200000000001,1880,6675,2014
2561320120,20140811T000000,366000.0,3,2.0,1350,10200,1.0,0,0,3,7,1350,0,1977,0,98074,47.6159,-122.05,1820,9600,2014
7202340720,20140520T000000,620000.0,3,2.5,2480,9041,2.0,0,0,3,7,2480,0,2004,0,98053,47.6797,-122.035,2480,6500,2014
6163901383,20140923T000000,295000.0,2,1.0,840,10465,1.0,0,0,3,6,840,0,1951,0,98155,47.755,-122.31700000000001,1320,8515,2014
8651430560,20140522T000000,180000.0,3,1.0,870,5330,1.0,0,0,3,6,870,0,1969,2014,98042,47.369,-122.07700000000001,840,5200,2014
8563030330,20150313T000000,565000.0,4,1.75,2030,7350,1.0,0,0,3,8,2030,0,1966,0,98008,47.6274,-122.094,2000,7998,2015
3693900885,20141202T000000,1020000.0,6,2.25,2550,5000,2.0,0,0,4,7,2550,0,1907,0,98117,47.6785,-122.396,1480,5000,2014
1440500020,20141226T000000,350000.0,3,1.75,1470,8645,1.0,0,0,3,6,1470,0,1949,0,98155,47.7524,-122.323,1470,7680,2014
1982200790,20150127T000000,550000.0,3,2.0,1490,3880,1.0,0,0,3,7,1490,0,1959,0,98107,47.662,-122.363,1490,3880,2015
3876590420,20140624T000000,350000.0,4,3.0,2560,5606,2.0,0,0,3,9,2560,0,2004,0,98092,47.3274,-122.178,2667,7334,2014
3886000010,20140821T000000,487000.0,2,2.5,1470,2533,2.0,0,0,3,8,1470,0,2005,0,98033,47.6874,-122.165,1470,6511,2014
148000035,20140602T000000,544000.0,3,1.5,1790,8203,1.5,0,1,3,7,1790,0,1910,0,98116,47.5768,-122.40299999999999,1960,6047,2014
2767704251,20150416T000000,514700.0,3,3.25,1310,1072,2.0,0,0,3,8,1060,250,2008,0,98107,47.6744,-122.374,1160,1266,2015
745530180,20150317T000000,870000.0,5,3.5,4495,10079,2.0,0,0,3,9,3580,915,2013,0,98011,47.7339,-122.209,4495,10079,2015
2608300035,20140527T000000,329000.0,3,1.0,1600,5952,1.0,0,0,4,7,1150,450,1964,0,98106,47.5292,-122.36200000000001,1460,6200,2014
4036800770,20140917T000000,375000.0,4,1.5,1770,6650,1.0,0,0,3,7,1770,0,1958,0,98008,47.6011,-122.124,1600,7000,2014
9301300751,20140728T000000,464950.0,3,1.5,1200,890,2.0,0,0,3,8,1030,170,2008,0,98109,47.6384,-122.34200000000001,1230,2120,2014
2895800780,20150401T000000,279800.0,3,1.75,1410,2052,2.0,0,0,3,8,1410,0,2014,0,98106,47.5171,-122.34700000000001,1410,1988,2015
4045750010,20150409T000000,624950.0,3,2.5,2060,4730,2.0,0,0,4,8,2060,0,1994,0,98033,47.6874,-122.178,1980,5010,2015
2810600022,20141007T000000,335000.0,2,1.75,1060,1202,2.0,0,0,3,7,760,300,2003,0,98136,47.5426,-122.38799999999999,1060,1493,2014
3395040440,20150327T000000,330000.0,3,2.5,1660,2890,2.0,0,0,3,7,1660,0,2001,0,98108,47.5434,-122.29299999999999,1540,2890,2015
9831200172,20150227T000000,1450000.0,4,3.5,2860,2199,3.0,0,0,3,10,2860,0,2013,0,98102,47.6262,-122.323,1990,1378,2015
3753000010,20140507T000000,417250.0,3,2.25,1606,1452,3.0,0,0,3,8,1606,0,2009,0,98125,47.7175,-122.28399999999999,1516,1939,2014
3649100674,20150430T000000,535000.0,3,2.5,2390,6263,2.0,0,0,3,9,2390,0,2003,0,98028,47.7379,-122.24799999999999,2390,11761,2015
6608500260,20140716T000000,357500.0,3,1.0,1070,10125,1.0,0,0,3,7,1070,0,1961,0,98033,47.7012,-122.167,1540,10200,2014
1549500585,20150427T000000,585000.0,3,2.0,2220,209523,1.0,0,0,3,7,2220,0,1991,0,98019,47.7586,-121.911,1600,210830,2015
5214510060,20150504T000000,575000.0,5,2.5,3070,7200,2.0,0,0,3,8,3070,0,2005,0,98059,47.4939,-122.137,2590,7200,2015
2902200015,20150106T000000,700000.0,9,3.0,3680,4400,2.0,0,0,3,7,2830,850,1908,0,98102,47.6374,-122.324,1960,2450,2015
7972600430,20150311T000000,355000.0,4,2.0,1870,3497,1.0,0,0,3,7,1200,670,1954,0,98106,47.5309,-122.34700000000001,1270,3497,2015
7283900551,20141124T000000,415000.0,3,1.0,1570,11752,1.5,0,0,5,8,1570,0,1930,0,98133,47.7686,-122.348,2010,8291,2014
1330250010,20140604T000000,289950.0,3,2.0,1670,7757,1.0,0,0,3,8,1670,0,1992,0,98030,47.3802,-122.20700000000001,2290,7859,2014
127100005,20150401T000000,377000.0,4,1.75,1800,8385,1.0,0,0,5,6,900,900,1950,0,98133,47.7744,-122.338,1770,8385,2015
7923300310,20140527T000000,495000.0,4,2.25,1940,9144,1.0,0,0,4,7,1430,510,1956,0,98007,47.5942,-122.135,1460,9437,2014
2114300290,20140929T000000,411500.0,5,3.0,2420,7740,1.0,0,0,5,7,1360,1060,1929,1969,98106,47.536,-122.35799999999999,1840,6780,2014
2149800278,20141015T000000,343000.0,6,5.0,2732,7655,2.0,0,0,3,7,2732,0,2009,0,98002,47.3045,-122.211,3078,69993,2014
9211010260,20140617T000000,519000.0,4,2.5,3250,4500,2.0,0,0,3,8,3250,0,2009,0,98059,47.4944,-122.149,3030,4518,2014
9407111250,20141029T000000,245000.0,3,1.0,1020,8625,1.0,0,0,3,7,1020,0,1978,0,98045,47.4465,-121.77,1290,9440,2014
8141310040,20140627T000000,246950.0,3,3.0,1670,4440,1.0,0,0,3,7,1670,0,2014,0,98022,47.1948,-121.975,1670,4622,2014
9510300220,20140804T000000,556000.0,3,2.5,2750,35440,2.0,0,0,3,9,2750,0,1994,0,98045,47.4745,-121.723,2710,35440,2014
3295730040,20140715T000000,587000.0,3,2.5,2150,5193,2.0,0,0,3,8,2150,0,1995,0,98033,47.6952,-122.18700000000001,2150,7172,2014
3904990430,20150129T000000,495000.0,5,2.5,2200,4942,2.0,0,0,3,8,2200,0,1989,0,98029,47.5772,-122.001,2200,5924,2015
4168000060,20150226T000000,153000.0,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.321999999999996,-122.351,1350,10500,2015
5437820020,20140807T000000,195000.0,3,1.75,1580,7875,1.0,0,0,3,7,1580,0,1979,0,98022,47.1958,-122.00299999999999,1560,8314,2014
7979900440,20150512T000000,600000.0,2,1.75,2080,13054,1.0,0,1,3,7,2080,0,1951,0,98155,47.7435,-122.292,2440,13054,2015
3830210230,20150319T000000,225205.0,3,1.0,1200,7220,1.0,0,0,3,6,1200,0,1977,0,98030,47.3746,-122.18299999999999,1200,7200,2015
7893801760,20141117T000000,368000.0,3,1.75,2120,11340,1.0,0,3,4,7,1060,1060,1966,0,98198,47.4109,-122.329,1830,8650,2014
6414600070,20140617T000000,210000.0,1,1.0,930,7129,1.0,0,0,3,6,930,0,1948,0,98133,47.7234,-122.333,1300,8075,2014
5589300145,20140527T000000,415000.0,3,2.25,1950,8868,1.0,0,0,3,7,1350,600,1964,0,98155,47.7538,-122.31200000000001,1300,8880,2014
2998300146,20140617T000000,936000.0,3,1.75,2960,12420,1.0,0,2,4,8,1480,1480,1952,0,98116,47.5739,-122.406,2700,9106,2014
1231000660,20140521T000000,525000.0,3,1.0,1450,4000,1.0,0,1,4,8,950,500,1948,0,98118,47.5554,-122.266,1880,4000,2014
1089000190,20150412T000000,925000.0,4,2.25,2590,13894,2.0,0,0,4,9,2590,0,1975,0,98005,47.6351,-122.165,2720,13894,2015
224069195,20140616T000000,759950.0,3,2.5,3100,23790,2.0,0,0,3,9,3100,0,2002,0,98075,47.5882,-122.01100000000001,2250,40854,2014
3758900220,20141226T000000,1135000.0,4,4.25,4590,17621,2.0,0,0,3,10,3160,1430,2003,0,98033,47.6973,-122.205,3800,12268,2014
8563020380,20140520T000000,519900.0,4,2.0,1820,9350,1.0,0,0,4,8,1820,0,1967,0,98052,47.6288,-122.098,2260,9299,2014
9406540050,20140905T000000,428400.0,4,2.5,2650,6000,2.0,0,0,3,9,2650,0,2000,0,98038,47.3768,-122.02799999999999,2630,6381,2014
1234000630,20141002T000000,525000.0,4,2.75,2530,11549,1.0,0,0,3,7,1700,830,1942,0,98033,47.6557,-122.197,2530,10000,2014
3918400143,20141016T000000,710000.0,4,3.0,2750,7500,1.0,0,0,5,8,1630,1120,1966,0,98177,47.7134,-122.361,2440,7500,2014
5104511730,20150409T000000,549950.0,4,2.5,3780,6800,2.0,0,0,3,8,3780,0,2004,0,98038,47.3526,-122.012,3640,7326,2015
1843100520,20140725T000000,347000.0,4,2.5,2770,9751,2.0,0,0,3,8,2770,0,1989,0,98042,47.3739,-122.126,2370,6950,2014
6646200280,20140715T000000,561600.0,4,2.5,2350,6624,2.0,0,0,3,9,2350,0,1990,0,98074,47.6262,-122.045,2590,11240,2014
2313900740,20141119T000000,425000.0,3,1.0,1180,3750,1.0,0,0,3,6,1030,150,1940,0,98116,47.5726,-122.382,1280,3750,2014
2391600735,20140909T000000,550000.0,3,1.5,1730,5750,1.0,0,0,3,7,1250,480,1947,0,98116,47.5645,-122.397,1370,5750,2014
2322069168,20140507T000000,630000.0,3,2.5,2680,327135,2.0,0,0,3,8,2680,0,1995,0,98010,47.3783,-122.00299999999999,2020,60080,2014
8691310980,20150409T000000,730000.0,4,2.5,2750,10351,2.0,0,0,3,10,2750,0,1998,0,98075,47.5894,-121.98,3370,10351,2015
2122059160,20150427T000000,248000.0,5,1.75,2190,16788,1.0,0,2,3,8,1380,810,1978,0,98030,47.3764,-122.176,1920,8366,2015
